,vehicle_id,vehicle_eclass,vehicle_fuel,laneID,vehicle_type,vehicle_x,vehicle_y,edgeID,lon,lat,cluster_label
124,pedestrian_2-1_1859_tr,hbefa3/pc_g_eu4,0.99,153331_7_1,taxi,4880.83,2707.65,153331_7,7.422614871972857,43.74308154166855,1
125,pedestrian_2-1_1876_tr,hbefa3/pc_g_eu4,1.13,153331_7_1,uber,4850.45,2654.09,153331_7,7.422614871972857,43.74308154166855,1
126,pedestrian_2-1_1902_tr,hbefa3/pc_g_eu4,1.13,152605_2_1,taxi,5598.1,3122.91,152605_2,7.431822800242084,43.74724421119824,1
127,pedestrian_2-1_1905_tr,hbefa3/pc_g_eu4,1.0,153421_3_1,uber,4363.19,2633.62,153421_3,7.41464745095296,43.74289898197951,1
128,pedestrian_2-1_1911_tr,hbefa3/pc_g_eu4,1.0,153423_1_1,uber,4510.88,2568.45,153423_1,7.418571736619037,43.74232021435641,1
129,pedestrian_2-1_1963_tr,hbefa3/pc_g_eu4,1.0,153331_7_1,uber,4881.86,2691.58,153331_7,7.422614871972857,43.74308154166855,1
130,pedestrian_2-1_1969_tr,hbefa3/pc_g_eu4,1.13,153404_1_1,taxi,4518.14,2266.21,153404_1,7.418798089602881,43.739538572746135,1
131,pedestrian_2-1_2008_tr,hbefa3/pc_g_eu4,1.0,153413_1_1,taxi,5080.12,2737.63,153413_1,7.426597682539424,43.74438122052421,1
132,pedestrian_2-1_2053_tr,hbefa3/pc_g_eu4,1.0,153413_1_1,uber,5156.01,2780.22,153413_1,7.426597682539424,43.74438122052421,1
133,pedestrian_2-1_2075_tr,hbefa3/pc_g_eu4,1.12,153399_1_1,taxi,5224.34,3047.26,153399_1,7.427269394094772,43.744909804241445,1
134,pedestrian_2-1_2093_tr,hbefa3/pc_g_eu4,0.99,153410_0_1,uber,4340.58,2510.6,153410_0,7.416171358477254,43.74169029032071,1
135,pedestrian_2-1_2102_tr,hbefa3/pc_g_eu4,1.13,152648_2_1,taxi,5239.42,2686.61,152648_2,7.427164528311472,43.74328012088813,1
136,pedestrian_2-1_2106_tr,hbefa3/pc_g_eu4,1.0,152354_1_1,uber,5446.13,2970.51,152354_1,7.430156311149092,43.746269001804,1
137,pedestrian_2-1_2148_tr,hbefa3/pc_g_eu4,1.0,153330_0_1,uber,4792.89,2694.95,153330_0,7.420892602645629,43.74282563767041,1
138,pedestrian_2-1_2150_tr,hbefa3/pc_g_eu4,1.0,152999_1,taxi,4716.65,2307.32,152999,7.420942466240509,43.73989911330357,1
139,pedestrian_2-1_2152_tr,hbefa3/pc_g_eu4,1.0,153420_1_2,taxi,4213.37,2924.61,153420_1,7.414728232693389,43.74525881714848,1
140,pedestrian_2-1_2248_tr,hbefa3/pc_g_eu4,1.13,152691_1,uber,4424.57,2422.33,152691,7.417991595374759,43.74037943646687,1
141,pedestrian_2-1_2255_tr,hbefa3/pc_g_eu4,0.93,153410_4_1,uber,4453.27,2424.86,153410_4,7.417657670584266,43.74125583124379,1
142,pedestrian_2-1_2259_tr,hbefa3/pc_g_eu4,1.13,153415_1_1,uber,4683.71,2377.65,153415_1,7.421542403089443,43.74124130964396,1
143,pedestrian_2-1_2265_tr,hbefa3/pc_g_eu4,1.13,153413_11_1,taxi,4846.21,2511.87,153413_11,7.422661433444616,43.74187604045863,1
144,pedestrian_2-1_2272_tr,hbefa3/pc_g_eu4,1.13,153649_1_1,taxi,4926.71,2544.95,153649_1,7.423226782950425,43.74228135896651,1
145,pedestrian_2-1_2274_tr,hbefa3/pc_g_eu4,1.13,152701_5_1,uber,4955.81,2308.66,152701_5,7.4239642804573025,43.73989374056241,1
146,pedestrian_2-1_2316_tr,hbefa3/pc_g_eu4,1.13,152996_7_1,uber,5059.4,2759.25,152996_7,7.425176538569707,43.74406812128543,1
147,pedestrian_2-1_231_tr,hbefa3/pc_g_eu4,1.0,153410_5_1,uber,4460.61,2401.27,153410_5,7.417849092429446,43.740810814661074,1
148,pedestrian_2-1_2338_tr,hbefa3/pc_g_eu4,1.0,152608_1,taxi,5496.06,3099.96,152608,7.430283891775882,43.74671454963204,1
149,pedestrian_2-1_2341_tr,hbefa3/pc_g_eu4,1.13,152648_6_1,uber,5336.62,2950.09,152648_6,7.428242470896364,43.74471979781872,1
150,pedestrian_2-1_2348_tr,hbefa3/pc_g_eu4,1.13,153383_2_2,uber,5186.9,3644.4,153383_2,7.426546493675715,43.75210852789752,1
151,pedestrian_2-1_235_tr,hbefa3/pc_g_eu4,0.98,152169_1,uber,5589.79,3145.16,152169,7.431837327253403,43.74764390722535,1
152,pedestrian_2-1_2361_tr,hbefa3/pc_g_eu4,1.13,153331_7_1,uber,4850.45,2654.09,153331_7,7.422614871972857,43.74308154166855,1
153,pedestrian_2-1_2364_tr,hbefa3/pc_g_eu4,1.0,152701_3_1,taxi,4838.22,2255.8,152701_3,7.422566087092987,43.73942056822773,1
154,pedestrian_2-1_2369_tr,hbefa3/pc_g_eu4,1.0,153383_1_1,taxi,5137.33,3671.2,153383_1,7.425675146725787,43.75215631130493,1
155,pedestrian_2-1_2381_tr,hbefa3/pc_g_eu4,1.08,152649_4_1,taxi,5019.61,2593.17,152649_4,7.425131143477895,43.74290069829946,1
156,pedestrian_2-1_239_tr,hbefa3/pc_g_eu4,1.0,152996_0_1,taxi,4796.32,2590.16,152996_0,7.421942651098951,43.74254157872619,1
157,pedestrian_2-1_2425_tr,hbefa3/pc_g_eu4,1.0,152937_4_1,uber,5498.37,3208.23,152937_4,7.430600650841815,43.748732410343656,1
158,pedestrian_2-1_2455_tr,hbefa3/pc_g_eu4,1.13,152608_1,uber,5474.98,3046.49,152608,7.430283891775882,43.74671454963204,1
159,pedestrian_2-1_2456_tr,hbefa3/pc_g_eu4,1.0,153410_0_1,taxi,4337.18,2512.39,153410_0,7.416171358477254,43.74169029032071,1
160,pedestrian_2-1_2469_tr,hbefa3/pc_g_eu4,0.93,153413_1_1,uber,5071.79,2733.93,153413_1,7.426597682539424,43.74438122052421,1
161,pedestrian_2-1_2483_tr,hbefa3/pc_g_eu4,1.0,153413_1_1,uber,5156.01,2780.22,153413_1,7.426597682539424,43.74438122052421,1
162,pedestrian_2-1_2502_tr,hbefa3/pc_g_eu4,1.0,152712_1,taxi,4836.52,2355.22,152712,7.422603113381464,43.74031362262753,1
163,pedestrian_2-1_2509_tr,hbefa3/pc_g_eu4,0.93,153406_0_1,uber,4985.57,2558.8,153406_0,7.424482899754646,43.74236909406181,1
164,pedestrian_2-1_2566_tr,hbefa3/pc_g_eu4,1.13,153423_3_2,taxi,4187.35,2539.31,153423_3,7.415775592640104,43.74170821397994,1
165,pedestrian_2-1_2573_tr,hbefa3/pc_g_eu4,1.0,153556_1,taxi,4661.44,2295.13,153556,7.420583130794427,43.73998670596818,1
166,pedestrian_2-1_2578_tr,hbefa3/pc_g_eu4,1.0,152780_1,taxi,4867.23,2179.75,152780,7.422521165501899,43.739329460257615,1
167,pedestrian_2-1_2621_tr,hbefa3/pc_g_eu4,1.13,152703_1,uber,5012.88,2348.86,152703,7.4243133429058945,43.74005080799117,1
168,pedestrian_2-1_262_tr,hbefa3/pc_g_eu4,1.13,153410_0_1,taxi,4330.03,2506.03,153410_0,7.416171358477254,43.74169029032071,1
169,pedestrian_2-1_2644_tr,hbefa3/pc_g_eu4,1.13,152670_3_1,uber,5416.81,2448.36,152670_3,7.429724447054644,43.74152934065677,1
170,pedestrian_2-1_265_tr,hbefa3/pc_g_eu4,1.08,152693_1_1,taxi,4812.24,2376.08,152693_1,7.422142645661729,43.74052110483147,1
171,pedestrian_2-1_2673_tr,hbefa3/pc_g_eu4,1.0,152996_2_1,taxi,4931.45,2688.72,152996_2,7.422839315480593,43.74294328059868,1
172,pedestrian_2-1_270_tr,hbefa3/pc_g_eu4,0.0,153423_3_2,uber,4206.53,2539.32,153423_3,7.415775592640104,43.74170821397994,1
173,pedestrian_2-1_2715_tr,hbefa3/pc_g_eu4,1.13,152657_2_1,uber,5170.45,2308.18,152657_2,7.426230320705754,43.74027638838367,1
174,pedestrian_2-1_2716_tr,hbefa3/pc_g_eu4,1.12,153410_0_1,uber,4332.82,2510.04,153410_0,7.416171358477254,43.74169029032071,1
175,pedestrian_2-1_2718_tr,hbefa3/pc_g_eu4,1.13,152701_0_1,taxi,4609.53,2185.38,152701_0,7.419575640967865,43.7387490745554,1
176,pedestrian_2-1_2743_tr,hbefa3/pc_g_eu4,1.0,153415_0_1,uber,4748.07,2400.83,153415_0,7.421222325066124,43.74063354566076,1
177,pedestrian_2-1_2760_tr,hbefa3/pc_g_eu4,1.0,153423_3_1,taxi,4215.38,2532.67,153423_3,7.415777191716104,43.74173704818613,1
178,pedestrian_2-1_2774_tr,hbefa3/pc_g_eu4,1.13,152667_10_1,taxi,5369.66,2821.93,152667_10,7.4287450048820896,43.74380679470676,1
179,pedestrian_2-1_2794_tr,hbefa3/pc_g_eu4,1.0,153023_0_1,taxi,5531.63,3566.91,153023_0,7.428468560406838,43.75149976343234,1
180,pedestrian_2-1_2896_tr,hbefa3/pc_g_eu4,1.13,152681_1,uber,5064.69,2675.43,152681,7.425264697471183,43.743372535189,1
181,pedestrian_2-1_2897_tr,hbefa3/pc_g_eu4,1.13,152996_2_1,taxi,4868.22,2638.54,152996_2,7.422839315480593,43.74294328059868,1
182,pedestrian_2-1_2914_tr,hbefa3/pc_g_eu4,0.99,153413_1_1,uber,5170.54,2785.07,153413_1,7.426597682539424,43.74438122052421,1
183,pedestrian_2-1_2918_tr,hbefa3/pc_g_eu4,1.0,152780_1,taxi,4856.06,2206.6,152780,7.422521165501899,43.739329460257615,1
184,pedestrian_2-1_2936_tr,hbefa3/pc_g_eu4,1.13,153413_1_1,uber,5091.84,2742.85,153413_1,7.426597682539424,43.74438122052421,1
185,pedestrian_2-1_2945_tr,hbefa3/pc_g_eu4,0.93,153423_3_2,taxi,4187.25,2539.29,153423_3,7.415775592640104,43.74170821397994,1
186,pedestrian_2-1_2957_tr,hbefa3/pc_g_eu4,1.13,152703_1,taxi,4991.29,2319.04,152703,7.4243133429058945,43.74005080799117,1
187,pedestrian_2-1_2994_tr,hbefa3/pc_g_eu4,1.0,153423_3_2,uber,4199.67,2540.49,153423_3,7.415775592640104,43.74170821397994,1
188,pedestrian_2-1_3001_tr,hbefa3/pc_g_eu4,1.13,153412_2_1,taxi,4810.05,2810.75,153412_2,7.4192003237476225,43.74258686959,1
189,pedestrian_2-1_3006_tr,hbefa3/pc_g_eu4,1.0,153410_1_1,uber,4384.02,2538.47,153410_1,7.416454178012952,43.74177821503197,1
190,pedestrian_2-1_3027_tr,hbefa3/pc_g_eu4,1.07,152767_0_1,taxi,4683.16,2125.54,152767_0,7.420034817374784,43.73865188092624,1
191,pedestrian_2-1_303_tr,hbefa3/pc_g_eu4,1.07,152605_1_1,taxi,5464.26,2961.94,152605_1,7.4301195363715395,43.74589412033082,1
192,pedestrian_2-1_3040_tr,hbefa3/pc_g_eu4,1.0,153374_6_1,uber,5519.97,3449.98,153374_6,7.429780678277885,43.75058888427021,1
193,pedestrian_2-1_3042_tr,hbefa3/pc_g_eu4,1.13,152701_0_1,uber,4597.93,2175.18,152701_0,7.419575640967865,43.7387490745554,1
194,pedestrian_2-1_3072_tr,hbefa3/pc_g_eu4,1.13,153410_0_1,uber,4330.03,2506.03,153410_0,7.416171358477254,43.74169029032071,1
195,pedestrian_2-1_3085_tr,hbefa3/pc_g_eu4,1.0,153423_3_2,taxi,4204.81,2539.84,153423_3,7.415775592640104,43.74170821397994,1
196,pedestrian_2-1_3094_tr,hbefa3/pc_g_eu4,0.95,152701_1_1,taxi,4647.02,2169.4,152701_1,7.420125374504248,43.73871219768168,1
197,pedestrian_2-1_3117_tr,hbefa3/pc_g_eu4,1.13,152767_0_1,uber,4690.91,2122.1,152767_0,7.420034817374784,43.73865188092624,1
198,pedestrian_2-1_3138_tr,hbefa3/pc_g_eu4,1.12,152453_1,uber,5609.7,3154.22,152453,7.43191531234596,43.74772051892096,1
199,pedestrian_2-1_3171_tr,hbefa3/pc_g_eu4,1.08,153423_3_1,taxi,4219.75,2530.65,153423_3,7.415777191716104,43.74173704818613,1
200,pedestrian_2-1_3173_tr,hbefa3/pc_g_eu4,1.13,153374_6_1,taxi,5519.87,3450.0,153374_6,7.429780678277885,43.75058888427021,1
201,pedestrian_2-1_3179_tr,hbefa3/pc_g_eu4,1.0,152701_0_1,taxi,4592.81,2183.96,152701_0,7.419575640967865,43.7387490745554,1
202,pedestrian_2-1_3181_tr,hbefa3/pc_g_eu4,1.0,152354_1_1,taxi,5440.97,2964.93,152354_1,7.430156311149092,43.746269001804,1
203,pedestrian_2-1_3223_tr,hbefa3/pc_g_eu4,1.0,153413_1_1,taxi,5152.91,2778.46,153413_1,7.426597682539424,43.74438122052421,1
204,pedestrian_2-1_3273_tr,hbefa3/pc_g_eu4,1.0,152648_6_1,taxi,5304.94,2828.67,152648_6,7.428242470896364,43.74471979781872,1
205,pedestrian_2-1_3281_tr,hbefa3/pc_g_eu4,1.0,152996_2_1,taxi,4871.68,2641.53,152996_2,7.422839315480593,43.74294328059868,1
206,pedestrian_2-1_3299_tr,hbefa3/pc_g_eu4,1.0,153329_1_1,uber,5222.53,2962.35,153329_1,7.427175773217359,43.74558235697704,1
207,pedestrian_2-1_3327_tr,hbefa3/pc_g_eu4,1.13,153374_6_1,taxi,5519.87,3450.0,153374_6,7.429780678277885,43.75058888427021,1
208,pedestrian_2-1_3328_tr,hbefa3/pc_g_eu4,1.13,153023_0_1,uber,5337.24,3571.9,153023_0,7.428468560406838,43.75149976343234,1
209,pedestrian_2-1_3380_tr,hbefa3/pc_g_eu4,1.13,152234_1,uber,4587.92,2167.69,152234,7.419384703267362,43.738544028966416,1
210,pedestrian_2-1_3386_tr,hbefa3/pc_g_eu4,1.13,153374_6_1,uber,5519.87,3450.0,153374_6,7.429780678277885,43.75058888427021,1
211,pedestrian_2-1_3405_tr,hbefa3/pc_g_eu4,1.0,153421_3_1,uber,4214.7,2635.12,153421_3,7.41464745095296,43.74289898197951,1
212,pedestrian_2-1_3411_tr,hbefa3/pc_g_eu4,1.0,152708_1_1,taxi,4679.48,2214.64,152708_1,7.420253545187488,43.739004431161,1
213,pedestrian_2-1_3421_tr,hbefa3/pc_g_eu4,1.0,152605_2_1,uber,5598.32,3103.62,152605_2,7.431822800242084,43.74724421119824,1
214,pedestrian_2-1_3431_tr,hbefa3/pc_g_eu4,1.13,152648_6_1,taxi,5336.62,2950.09,152648_6,7.428242470896364,43.74471979781872,1
215,pedestrian_2-1_3449_tr,hbefa3/pc_g_eu4,1.13,152708_1_1,taxi,4786.02,2263.37,152708_1,7.420253545187488,43.739004431161,1
216,pedestrian_2-1_3457_tr,hbefa3/pc_g_eu4,1.13,153414_1_1,taxi,4985.83,2620.2,153414_1,7.4242998091891454,43.7428011811358,1
217,pedestrian_2-1_3470_tr,hbefa3/pc_g_eu4,1.03,152767_0_1,taxi,4711.75,2123.52,152767_0,7.420034817374784,43.73865188092624,1
218,pedestrian_2-1_3471_tr,hbefa3/pc_g_eu4,1.13,153329_1_1,uber,5213.03,2929.69,153329_1,7.427175773217359,43.74558235697704,1
219,pedestrian_2-1_3473_tr,hbefa3/pc_g_eu4,1.0,152820_1,taxi,4612.54,1845.29,152820,7.421477869262086,43.73700063460476,1
220,pedestrian_2-1_3498_tr,hbefa3/pc_g_eu4,1.12,153410_0_1,taxi,4329.95,2509.23,153410_0,7.416171358477254,43.74169029032071,1
221,pedestrian_2-1_3509_tr,hbefa3/pc_g_eu4,0.0,152223_1,uber,5601.22,3146.38,152223,7.431845995839623,43.74765915249639,1
222,pedestrian_2-1_3529_tr,hbefa3/pc_g_eu4,1.0,153330_0_1,uber,4799.2,2698.99,153330_0,7.420892602645629,43.74282563767041,1
223,pedestrian_2-1_3564_tr,hbefa3/pc_g_eu4,1.0,153331_7_1,uber,4880.02,2703.21,153331_7,7.422614871972857,43.74308154166855,1
224,pedestrian_2-1_3585_tr,hbefa3/pc_g_eu4,1.12,153023_0_1,taxi,5531.63,3566.91,153023_0,7.428468560406838,43.75149976343234,1
225,pedestrian_2-1_3611_tr,hbefa3/pc_g_eu4,1.13,152608_1,taxi,5474.98,3046.49,152608,7.430283891775882,43.74671454963204,1
226,pedestrian_2-1_3634_tr,hbefa3/pc_g_eu4,1.13,153331_7_1,uber,4883.99,2696.72,153331_7,7.422614871972857,43.74308154166855,1
227,pedestrian_2-1_3638_tr,hbefa3/pc_g_eu4,1.0,152667_7_1,taxi,5287.03,2589.14,152667_7,7.428070042745598,43.74256246579862,1
228,pedestrian_2-1_3653_tr,hbefa3/pc_g_eu4,1.13,152605_1_1,taxi,5584.03,3091.73,152605_1,7.4301195363715395,43.74589412033082,1
229,pedestrian_2-1_3655_tr,hbefa3/pc_g_eu4,1.0,152715_1,taxi,4819.46,2322.59,152715,7.421931102633493,43.739880266899725,1
230,pedestrian_2-1_3660_tr,hbefa3/pc_g_eu4,1.13,152647_0_1,taxi,5126.82,2544.68,152647_0,7.425924891020323,43.74191347776008,1
231,pedestrian_2-1_3683_tr,hbefa3/pc_g_eu4,1.0,152767_0_1,uber,4668.57,2124.81,152767_0,7.420034817374784,43.73865188092624,1
232,pedestrian_2-1_3714_tr,hbefa3/pc_g_eu4,1.09,153413_1_1,taxi,5137.86,2769.89,153413_1,7.426597682539424,43.74438122052421,1
233,pedestrian_2-1_3726_tr,hbefa3/pc_g_eu4,0.93,153410_1_1,uber,4391.23,2536.93,153410_1,7.416454178012952,43.74177821503197,1
234,pedestrian_2-1_3745_tr,hbefa3/pc_g_eu4,1.13,152780_1,uber,4852.53,2211.36,152780,7.422521165501899,43.739329460257615,1
235,pedestrian_2-1_3749_tr,hbefa3/pc_g_eu4,0.93,153374_6_1,uber,5519.97,3449.98,153374_6,7.429780678277885,43.75058888427021,1
236,pedestrian_2-1_3762_tr,hbefa3/pc_g_eu4,1.13,153420_1_2,uber,4164.24,2859.64,153420_1,7.414728232693389,43.74525881714848,1
237,pedestrian_2-1_3768_tr,hbefa3/pc_g_eu4,1.0,152937_4_1,taxi,5509.02,3173.73,152937_4,7.430600650841815,43.748732410343656,1
238,pedestrian_2-1_3774_tr,hbefa3/pc_g_eu4,1.0,152776_1,uber,5192.0,1469.79,152776,7.427277115904525,43.73231093744391,1
239,pedestrian_2-1_3790_tr,hbefa3/pc_g_eu4,1.0,152937_3_1,uber,5557.8,3283.8,152937_3,7.430984284531499,43.74890947019392,1
240,pedestrian_2-1_3815_tr,hbefa3/pc_g_eu4,1.0,153374_6_1,uber,5324.29,3484.83,153374_6,7.429780678277885,43.75058888427021,1
241,pedestrian_2-1_3835_tr,hbefa3/pc_g_eu4,1.0,153421_3_1,uber,4355.6,2632.72,153421_3,7.41464745095296,43.74289898197951,1
242,pedestrian_2-1_3857_tr,hbefa3/pc_g_eu4,1.0,153415_3_1,taxi,4473.43,2337.8,153415_3,7.419498362238959,43.74011450724095,1
243,pedestrian_2-1_3867_tr,hbefa3/pc_g_eu4,1.0,153331_7_1,taxi,4880.02,2703.21,153331_7,7.422614871972857,43.74308154166855,1
244,pedestrian_2-1_3875_tr,hbefa3/pc_g_eu4,0.97,153398_2_1,uber,5271.33,2764.77,153398_2,7.42792103830092,43.74418424436626,1
245,pedestrian_2-1_3899_tr,hbefa3/pc_g_eu4,1.13,153374_6_1,uber,5519.87,3450.0,153374_6,7.429780678277885,43.75058888427021,1
246,pedestrian_2-1_3924_tr,hbefa3/pc_g_eu4,1.13,152453_1,taxi,5609.37,3154.84,152453,7.43191531234596,43.74772051892096,1
247,pedestrian_2-1_3935_tr,hbefa3/pc_g_eu4,1.0,153331_7_1,uber,4869.13,2673.42,153331_7,7.422614871972857,43.74308154166855,1
248,pedestrian_2-1_3940_tr,hbefa3/pc_g_eu4,1.0,152944_2_1,uber,4569.9,2135.9,152944_2,7.41933498584095,43.73854100027936,1
249,pedestrian_2-1_3957_tr,hbefa3/pc_g_eu4,0.0,152701_0_1,taxi,4607.23,2185.62,152701_0,7.419575640967865,43.7387490745554,1
250,pedestrian_2-1_3966_tr,hbefa3/pc_g_eu4,0.99,152944_2_1,taxi,4570.67,2147.0,152944_2,7.41933498584095,43.73854100027936,1
251,pedestrian_2-1_396_tr,hbefa3/pc_g_eu4,1.0,153556_1,uber,4668.09,2301.31,153556,7.420583130794427,43.73998670596818,1
252,pedestrian_2-1_398_tr,hbefa3/pc_g_eu4,1.13,152701_0_1,taxi,4597.93,2175.18,152701_0,7.419575640967865,43.7387490745554,1
253,pedestrian_2-1_4056_tr,hbefa3/pc_g_eu4,1.13,152725_1_1,uber,4214.05,2721.57,152725_1,7.414685969847486,43.74363224228581,1
254,pedestrian_2-1_4064_tr,hbefa3/pc_g_eu4,1.13,153384_1_1,taxi,4721.78,3421.15,153384_1,7.422667970437861,43.74951942009191,1
255,pedestrian_2-1_4071_tr,hbefa3/pc_g_eu4,1.13,152591_3_1,uber,5179.8,3197.33,152591_3,7.4273270422498,43.74903035631216,1
256,pedestrian_2-1_408_tr,hbefa3/pc_g_eu4,1.13,153374_6_1,uber,5519.87,3450.0,153374_6,7.429780678277885,43.75058888427021,1
257,pedestrian_2-1_4091_tr,hbefa3/pc_g_eu4,1.13,152606_8_1,taxi,5488.59,3119.62,152606_8,7.430529810429296,43.74742724345892,1
258,pedestrian_2-1_4103_tr,hbefa3/pc_g_eu4,1.13,152591_3_1,uber,5179.8,3197.33,152591_3,7.4273270422498,43.74903035631216,1
259,pedestrian_2-1_4119_tr,hbefa3/pc_g_eu4,1.0,153423_3_2,uber,4192.02,2539.95,153423_3,7.415775592640104,43.74170821397994,1
260,pedestrian_2-1_4153_tr,hbefa3/pc_g_eu4,1.13,152711_2_1,taxi,4849.06,2316.39,152711_2,7.4227085479104655,43.74011969629026,1
261,pedestrian_2-1_4158_tr,hbefa3/pc_g_eu4,1.0,152701_0_1,uber,4607.28,2185.61,152701_0,7.419575640967865,43.7387490745554,1
262,pedestrian_2-1_4166_tr,hbefa3/pc_g_eu4,0.91,152606_0_1,taxi,5586.51,3193.62,152606_0,7.431643789012533,43.74810170315136,1
263,pedestrian_2-1_4171_tr,hbefa3/pc_g_eu4,1.0,153415_5_1,taxi,4615.79,2403.11,153415_5,7.41929965353513,43.74052079971167,1
264,pedestrian_2-1_417_tr,hbefa3/pc_g_eu4,1.13,152649_1_1,uber,5128.65,2719.05,152649_1,7.42667707646459,43.74420926141117,1
265,pedestrian_2-1_4209_tr,hbefa3/pc_g_eu4,1.0,152767_0_1,taxi,4635.43,2149.86,152767_0,7.420034817374784,43.73865188092624,1
266,pedestrian_2-1_4216_tr,hbefa3/pc_g_eu4,1.13,152649_1_1,taxi,5172.96,2765.85,152649_1,7.42667707646459,43.74420926141117,1
267,pedestrian_2-1_4223_tr,hbefa3/pc_g_eu4,1.0,153413_1_1,taxi,5152.91,2778.46,153413_1,7.426597682539424,43.74438122052421,1
268,pedestrian_2-1_4245_tr,hbefa3/pc_g_eu4,1.0,153423_3_2,uber,4288.43,2508.78,153423_3,7.415775592640104,43.74170821397994,1
269,pedestrian_2-1_4268_tr,hbefa3/pc_g_eu4,0.93,152649_4_1,taxi,5010.96,2583.42,152649_4,7.425131143477895,43.74290069829946,1
270,pedestrian_2-1_4301_tr,hbefa3/pc_g_eu4,1.0,152354_1_1,taxi,5391.03,2930.96,152354_1,7.430156311149092,43.746269001804,1
271,pedestrian_2-1_4309_tr,hbefa3/pc_g_eu4,1.13,153414_1_1,uber,4985.83,2620.2,153414_1,7.4242998091891454,43.7428011811358,1
272,pedestrian_2-1_4325_tr,hbefa3/pc_g_eu4,1.0,153374_6_1,uber,5519.97,3449.98,153374_6,7.429780678277885,43.75058888427021,1
273,pedestrian_2-1_4331_tr,hbefa3/pc_g_eu4,1.0,152354_0_1,uber,5386.28,2959.3,152354_0,7.428862421037954,43.74600757739753,1
274,pedestrian_2-1_4383_tr,hbefa3/pc_g_eu4,1.13,153331_11_1,taxi,4963.78,2798.43,153331_11,7.423973521622085,43.74441177598226,1
275,pedestrian_2-1_43_tr,hbefa3/pc_g_eu4,0.98,153415_3_1,uber,4584.88,2324.48,153415_3,7.419498362238959,43.74011450724095,1
276,pedestrian_2-1_4427_tr,hbefa3/pc_g_eu4,1.0,153330_0_1,uber,4799.2,2698.99,153330_0,7.420892602645629,43.74282563767041,1
277,pedestrian_2-1_4432_tr,hbefa3/pc_g_eu4,1.0,153415_5_1,taxi,4589.14,2384.07,153415_5,7.41929965353513,43.74052079971167,1
278,pedestrian_2-1_4454_tr,hbefa3/pc_g_eu4,1.13,153374_9_1,uber,5286.77,3430.36,153374_9,7.427860383640094,43.75021601639549,1
279,pedestrian_2-1_4497_tr,hbefa3/pc_g_eu4,1.12,152780_1,uber,4868.78,2155.14,152780,7.422521165501899,43.739329460257615,1
280,pedestrian_2-1_4521_tr,hbefa3/pc_g_eu4,1.0,152996_2_1,uber,4885.52,2654.96,152996_2,7.422839315480593,43.74294328059868,1
281,pedestrian_2-1_4524_tr,hbefa3/pc_g_eu4,1.13,153410_0_1,uber,4330.03,2506.03,153410_0,7.416171358477254,43.74169029032071,1
282,pedestrian_2-1_452_tr,hbefa3/pc_g_eu4,1.0,153410_0_1,uber,4338.33,2509.37,153410_0,7.416171358477254,43.74169029032071,1
283,pedestrian_2-1_454_tr,hbefa3/pc_g_eu4,1.13,152605_1_1,taxi,5460.15,2955.56,152605_1,7.4301195363715395,43.74589412033082,1
284,pedestrian_2-1_4563_tr,hbefa3/pc_g_eu4,1.09,153423_3_1,uber,4203.07,2537.03,153423_3,7.415777191716104,43.74173704818613,1
285,pedestrian_2-1_4572_tr,hbefa3/pc_g_eu4,1.0,152648_0_1,uber,5182.56,2633.19,152648_0,7.426215262171083,43.74227780782544,1
286,pedestrian_2-1_4591_tr,hbefa3/pc_g_eu4,1.13,153330_0_1,taxi,4712.14,2627.34,153330_0,7.420892602645629,43.74282563767041,1
287,pedestrian_2-1_4616_tr,hbefa3/pc_g_eu4,1.0,152648_6_1,uber,5336.53,2947.92,152648_6,7.428242470896364,43.74471979781872,1
288,pedestrian_2-1_4638_tr,hbefa3/pc_g_eu4,1.13,153331_7_1,uber,4880.08,2703.13,153331_7,7.422614871972857,43.74308154166855,1
289,pedestrian_2-1_4668_tr,hbefa3/pc_g_eu4,1.13,152775_3_1,taxi,5091.38,2190.39,152775_3,7.425904974014212,43.73899607345171,1
290,pedestrian_2-1_4696_tr,hbefa3/pc_g_eu4,1.13,152937_4_1,uber,5499.22,3261.62,152937_4,7.430600650841815,43.748732410343656,1
291,pedestrian_2-1_4722_tr,hbefa3/pc_g_eu4,1.0,153023_0_1,taxi,5337.17,3571.97,153023_0,7.428468560406838,43.75149976343234,1
292,pedestrian_2-1_4731_tr,hbefa3/pc_g_eu4,1.02,153331_7_1,taxi,4854.85,2663.26,153331_7,7.422614871972857,43.74308154166855,1
293,pedestrian_2-1_4748_tr,hbefa3/pc_g_eu4,1.13,152775_0_2,uber,5175.65,2125.14,152775_0,7.426804217926887,43.73801327049943,1
294,pedestrian_2-1_4753_tr,hbefa3/pc_g_eu4,1.0,152776_1,uber,5195.85,1467.64,152776,7.427277115904525,43.73231093744391,1
295,pedestrian_2-1_4763_tr,hbefa3/pc_g_eu4,1.0,152705_0_1,uber,5049.49,2412.02,152705_0,7.425056549296465,43.74076766913512,1
296,pedestrian_2-1_4813_tr,hbefa3/pc_g_eu4,0.97,152649_4_1,taxi,5013.58,2586.37,152649_4,7.425131143477895,43.74290069829946,1
297,pedestrian_2-1_483_tr,hbefa3/pc_g_eu4,1.0,153413_11_1,uber,4832.05,2496.71,153413_11,7.422661433444616,43.74187604045863,1
